epoch,accuracy,loss,val_accuracy,val_loss
0,0.2723,1.9881848426055908,0.10000000149011612,2.3086392471313477
1,0.36266,1.726614821434021,0.3804999887943268,1.6917215942382813
2,0.40414,1.6306003171920775,0.44339999556541443,1.5645713062286377
3,0.42908,1.5594933069610595,0.4708000123500824,1.4692177570343017
4,0.46048,1.4841000267410278,0.4945000112056732,1.3938378810882568
5,0.49142,1.4025664697647096,0.532800018787384,1.2875534481048585
6,0.50654,1.367156685256958,0.510200023651123,1.3519312438964843
7,0.51998,1.33402972240448,0.5303000211715698,1.288414638710022
8,0.52892,1.311543768196106,0.5533999800682068,1.2466088384628295
9,0.53628,1.2899502510070802,0.5083000063896179,1.3928900646209716
10,0.54936,1.2603883493041992,0.5482000112533569,1.268184581375122
11,0.5557,1.2425983528137208,0.5449000000953674,1.285118539428711
12,0.56048,1.225218524093628,0.5767999887466431,1.186321775817871
13,0.57156,1.2017719529342652,0.5515000224113464,1.2698750720977783
14,0.57424,1.1889725354766845,0.5720999836921692,1.1910405040740968
15,0.57676,1.1789243654632569,0.5917999744415283,1.129799230670929
16,0.58748,1.1586424913406372,0.5414999723434448,1.3228531185150147
17,0.591,1.1449031541442871,0.6103000044822693,1.0903643934249878
18,0.5976,1.1274260628128052,0.5837000012397766,1.185571960067749
19,0.60022,1.119845775680542,0.5938000082969666,1.133863071346283
20,0.60772,1.1041782873916626,0.6021000146865845,1.1191654773712159
21,0.60764,1.097560810470581,0.5728999972343445,1.1950539129257203
22,0.61826,1.0757625395202637,0.572700023651123,1.2425290222167968
23,0.61766,1.0716863109970092,0.5795999765396118,1.1941800476074218
24,0.62074,1.0626351901054383,0.5900999903678894,1.1957263530731201
25,0.62456,1.050269910697937,0.6328999996185303,1.0249657512664796
26,0.632,1.0375020379447937,0.6187000274658203,1.0752289255142211
27,0.6326,1.029043325843811,0.5909000039100647,1.2100964332580566
28,0.63336,1.0200456092453003,0.5095999836921692,1.4551730630874633
29,0.64232,1.0129428480529785,0.6133999824523926,1.1047242754936217
30,0.64516,1.0056834253311158,0.6308000087738037,1.0435036248207092
31,0.64724,0.9930039189910889,0.6241999864578247,1.0675996322631836
32,0.65116,0.9854089237976075,0.6389999985694885,1.0211230499267578
33,0.65164,0.9806921474456787,0.652899980545044,0.9713085011482239
34,0.65456,0.9733914125442504,0.6396999955177307,1.007664270210266
35,0.65926,0.9592938339614868,0.6123999953269958,1.1309352039337157
36,0.66208,0.9517915385437011,0.6527000069618225,0.97448142786026
37,0.66564,0.9440884405326844,0.6499000191688538,0.9900211687088013
38,0.66798,0.939426543006897,0.6118999719619751,1.1029169458389283
39,0.66908,0.934440112285614,0.6513000130653381,0.987190940952301
40,0.67274,0.92487530128479,0.6657000184059143,0.9606605276107788
41,0.67258,0.9244455906677246,0.6255999803543091,1.1024960357666016
42,0.67468,0.9175718451309204,0.6596999764442444,0.971397588634491
43,0.67946,0.9014307881546021,0.6629999876022339,0.9571543495178223
44,0.68334,0.8936428383636474,0.6780999898910522,0.9071977461814881
45,0.68136,0.8959646123123169,0.6712999939918518,0.931202845287323
46,0.68534,0.8852421026802063,0.6721000075340271,0.9255706268310547
47,0.69024,0.8801401456069946,0.6651999950408936,0.9243048195838928
48,0.69034,0.8743807492256165,0.6650999784469604,0.9378172726631164
49,0.69386,0.8641141173553467,0.6029999852180481,1.171285446548462
50,0.6993,0.8535810859298706,0.6636999845504761,0.9728379549026489
51,0.69992,0.8444239726066589,0.6787999868392944,0.9107704184532166
52,0.70206,0.839929116973877,0.6883000135421753,0.8720235763549805
53,0.7048,0.8341346009635925,0.6820999979972839,0.915625978755951
54,0.70712,0.8281997198295593,0.6967999935150146,0.8549552812576294
55,0.71012,0.8169420063591003,0.6830999851226807,0.9069570621490478
56,0.70998,0.8207989768981934,0.6590999960899353,0.9768592474937439
57,0.71038,0.8154290991401673,0.6819999814033508,0.9059918655395508
58,0.71528,0.8049498568534851,0.7075999975204468,0.8294458119392395
59,0.71096,0.8044411653327942,0.6844000220298767,0.8941955196380615
60,0.71526,0.8022429713439941,0.6920999884605408,0.8791873980522156
61,0.71432,0.7969365711593628,0.7049000263214111,0.8464938079357147
62,0.72056,0.7896245893478393,0.6976000070571899,0.8651111349105834
63,0.72092,0.7868563130950927,0.7055000066757202,0.8482111906051636
64,0.72494,0.7765999419212342,0.7124999761581421,0.8301390873908997
65,0.7233,0.778265405216217,0.6782000064849854,0.9109433018684387
66,0.72488,0.7724166822624207,0.6481000185012817,1.0114934522628785
67,0.72594,0.7712813299942016,0.6798999905586243,0.9034402729034424
68,0.7283,0.7667784377861023,0.7132999897003174,0.8306110260009766
69,0.72802,0.7702092793083191,0.6974999904632568,0.8590178259849548
70,0.72822,0.7606127934646606,0.7067000269889832,0.8357770359992981
71,0.73362,0.752651905670166,0.7192000150680542,0.8014741833686828
72,0.73624,0.75111939037323,0.684499979019165,0.9023465919494629
73,0.73448,0.749913101234436,0.7171000242233276,0.807471460723877
74,0.73632,0.7435688877868653,0.6963000297546387,0.8637463339805603
75,0.73542,0.7410341752433777,0.7181000113487244,0.8083053422927856
76,0.73786,0.7377820083236695,0.7124999761581421,0.8250148520469666
